Corporate Name,Supervising Authority,Designation Type,Industry,Ghge,Energy,Verification
 롯데이노베이트(주),기후에너지환경부,사업장,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",120487,2514,한국표준협회
 리뉴에너지경인 주식회사,기후에너지환경부,사업장,폐기물 처리업,51427,12,(주)한국경영인증원
(유)남해환경,기후에너지환경부,사업장,폐기물 처리업,27986,178,(재)한국품질재단
(유)에스케이씨에보닉페록사이드코리아,기후에너지환경부,사업장,기초 화학물질 제조업,36818,734,(재)한국품질재단
(유)청명,기후에너지환경부,사업장,폐기물,25597,511,㈜한국품질보증원
(유)호남고속,국토교통부,사업장,교통(여객),20755,317,(주)한국경영인증원
(재)우체국물류지원단,국토교통부,사업장,육상운송 및 파이프라인 운송업,18542,273,(재)한국품질재단
(주)MSC,기후에너지환경부,사업장,기타 식품 제조업,29704,596,(주)한국경영인증원
(주)SIMPAC,기후에너지환경부,업체,1차 철강 제조업,99791,1161,한국표준협회
(주)SUN&L,기후에너지환경부,사업장,나무제품 제조업,9998,271,한국표준협회
(주)강동씨앤엘,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",9576,181,한국표준협회
(주)강원랜드,기후에너지환경부,사업장,유원지 및 기타 오락관련 서비스업,79430,1602,로이드인증원㈜
(주)건화,기후에너지환경부,사업장,선박 및 보트 건조업,36370,655,한국표준협회
(주)경기고속,기후에너지환경부,업체,육상 여객 운송업,115254,1851,(주)한국경영인증원
(주)경동,기후에너지환경부,업체,석탄 광업,204871,383,(재)한국품질재단
(주)경동원,산업통상자원부,사업장,기계,8652,168,한국표준협회
(주)경보제약,산업통상자원부,사업장,석유화학,11603,278,(주)한국경영인증원
(주)경북고속,기후에너지환경부,사업장,육상 여객 운송업,31288,443,(주)한국경영인증원
(주)경신전선,산업통상자원부,사업장,전기전자,14500,300,로이드인증원㈜
(주)국제금속,산업통상자원부,사업장,비철금속,29525,293,(주)한국경영인증원
(주)그린스코,기후에너지환경부,사업장,폐기물 처리업,59323,102,(주)한국경영인증원
(주)금남고속,기후에너지환경부,사업장,육상 여객 운송업,22296,318,(주)한국경영인증원
(주)금비,기후에너지환경부,사업장,유리 및 유리제품 제조업,84439,1195,한국표준협회
(주)남해고속,해양수산부,사업장,교통(해운),23741,338,한국표준협회
(주)네오오토,산업통상자원부,사업장,자동차,16901,350,(주)한국경영인증원
(주)네이처이앤티경주,기후에너지환경부,사업장,지정외 폐기물처리업 등,30830,5,(주)비에스아이그룹코리아
(주)네패스,산업통상자원부,사업장,반도체,15802,326,(주)비에스아이그룹코리아
(주)넥센,산업통상자원부,사업장,석유화학,17306,357,한국표준협회
(주)농협물류,기후에너지환경부,사업장,도로 화물 운송업,29600,433,한국표준협회
(주)농협사료,농림축산식품부,업체,식료품 제조업,87275,1791,한국생산성본부인증원(주)
(주)다나에너지솔루션,기후에너지환경부,사업장,폐기물 처리업,58590,222,(주)한국경영인증원
(주)대농,산업통상자원부,사업장,섬유,3811,79,지속가능인증원주식회사
(주)대동세라믹,기후에너지환경부,사업장,"내화, 비내화 요업제품 제조업",36887,677,(주)한국경영인증원
(주)대림제지,기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",109561,1675,(재)한국품질재단
(주)대양금속,산업통상자원부,사업장,기계,19950,395,(재)한국품질재단
(주)대우건설,국토교통부,업체,건설,61064,1259,한국표준협회
(주)대욱케스트,산업통상자원부,사업장,철강,15522,289,(주)한국경영인증원
(주)대웅제약,산업통상자원부,사업장,석유화학,20586,424,(주)한국경영인증원
(주)대원고속,기후에너지환경부,업체,육상 여객 운송업,117728,1920,(주)한국경영인증원
(주)대원농산,기후에너지환경부,사업장,폐기물,20027,127,(재)한국품질재단
(주)대원버스,기후에너지환경부,사업장,육상 여객 운송업,33811,583,(주)한국경영인증원
(주)대원여객,국토교통부,사업장,교통(여객),16290,313,(주)한국경영인증원
(주)대원운수,기후에너지환경부,사업장,육상 여객 운송업,35606,596,(주)한국경영인증원
(주)대유코아,기후에너지환경부,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",96217,736,로이드인증원㈜
(주)대천텍스타일,산업통상자원부,사업장,섬유,15547,233,한국표준협회
(주)대호특수강,산업통상자원부,사업장,철강,40263,806,로이드인증원㈜
(주)동광화학,산업통상자원부,사업장,석유화학,25455,527,(주)한국경영인증원
(주)동남,기후에너지환경부,사업장,1차 비철금속 제조업,53758,837,한국표준협회
(주)동방,기후에너지환경부,사업장,도로 화물 운송업,57667,842,대일이엔씨기술(주)
(주)동서기공,기후에너지환경부,사업장,자동차 신품 부품 제조업,50632,1045,(주)한국경영인증원
(주)동신포리마,기후에너지환경부,사업장,플라스틱 제품 제조업,37349,765,(주)한국경영인증원
(주)동양고속,기후에너지환경부,사업장,육상 여객 운송업,53374,762,(주)한국경영인증원
(주)동양환경,기후에너지환경부,업체,폐기물 처리업,239750,664,(재)한국품질재단
(주)동우팜투테이블,농림축산식품부,사업장,식료품 제조업,14515,292,(재)한국화학융합시험연구원
(주)동원F&B,농림축산식품부,업체,식료품 제조업,84156,1832,(주)한국경영인증원
(주)동진쎄미켐,산업통상자원부,사업장,석유화학,27662,567,(주)한국경영인증원
(주)두산,산업통상자원부,업체,전기전자,55371,1102,(재)한국품질재단
(주)두산테스나,산업통상자원부,사업장,반도체,58757,1227,(재)한국품질재단
(주)디알액시온,산업통상자원부,사업장,비철금속,11424,233,(재)한국품질재단
(주)디에이피,기후에너지환경부,사업장,전자 부품 제조업,77814,1613,(주)한국경영인증원
(주)디케이씨,산업통상자원부,사업장,철강,17114,344,한국표준협회
(주)로옴코리아,산업통상자원부,사업장,반도체,14770,308,㈜한국품질보증원
(주)메디톡스,산업통상자원부,사업장,석유화학,16584,340,한국표준협회
(주)면사랑,농림축산식품부,사업장,식료품 제조업,29600,571,한국표준협회
(주)모나리자,기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",41925,781,(주)한국경영인증원
(주)미래페이퍼,기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",66492,1039,한국표준협회
(주)방림,산업통상자원부,사업장,섬유,19542,297,한국표준협회
(주)베르상스퍼시픽,기후에너지환경부,사업장,유리 및 유리제품 제조업,28013,481,로이드인증원㈜
(주)벽산,기후에너지환경부,사업장,유리 및 유리제품 제조업,118254,2177,한국표준협회
(주)보령,산업통상자원부,사업장,석유화학,17158,303,(주)한국경영인증원
(주)보림씨에스,기후에너지환경부,사업장,폐기물 처리업,52338,25,(재)한국품질재단
(주)부산도시가스,기후에너지환경부,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",58486,302,(주)한국경영인증원
(주)비에이치,산업통상자원부,사업장,전기전자,18903,368,한국표준협회
(주)비엠금속,산업통상자원부,사업장,철강,15365,282,(주)한국경영인증원
(주)빙그레,농림축산식품부,업체,식료품 제조업,59696,1200,(주)한국경영인증원
(주)삼동,기후에너지환경부,사업장,절연선 및 케이블 제조업,46241,955,한국표준협회
(주)삼우에프앤지,국토교통부,사업장,교통(화물),21539,357,한국표준협회
(주)삼원강재,기후에너지환경부,사업장,자동차 신품 부품 제조업,31842,646,(재)한국품질재단
(주)삼천리,기후에너지환경부,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",98837,1733,한국가스안전공사
(주)삼표산업,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",89261,1559,(재)한국품질재단
(주)삼현,기후에너지환경부,사업장,"내화, 비내화 요업제품 제조업",25761,445,한국표준협회
(주)삼화양행,산업통상자원부,업체,전기전자,51499,1065,(주)한국경영인증원
(주)상공에너지,기후에너지환경부,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",4568,1601,㈜한국품질보증원
(주)샤니,농림축산식품부,사업장,식료품 제조업,35410,719,(주)비에스아이그룹코리아
(주)서원,산업통상자원부,사업장,비철금속,11134,229,한국가스안전공사
(주)서흥,기후에너지환경부,사업장,기타 식품 제조업,37334,766,한국표준협회
(주)선일다이파스,산업통상자원부,사업장,기계,20958,432,(주)한국경영인증원
(주)선진운수,기후에너지환경부,사업장,육상 여객 운송업,24798,470,(재)한국품질재단
(주)성신미네필드,산업통상자원부,사업장,시멘트,17752,349,한국표준협회
(주)성호금속,산업통상자원부,사업장,철강,18936,338,(주)한국경영인증원
(주)성호금속 경주2공장,기후에너지환경부,사업장,금속 주조업,28588,515,(주)한국경영인증원
(주)성호기업,산업통상자원부,사업장,철강,13162,258,(주)한국경영인증원
(주)세아씨엠,기후에너지환경부,사업장,1차 철강 제조업,80019,1519,한국표준협회
(주)세아엘앤에스,국토교통부,사업장,교통(화물),14542,210,한국표준협회
(주)세아제강,기후에너지환경부,사업장,1차 철강 제조업,63961,1305,한국표준협회
(주)세아특수강,기후에너지환경부,사업장,1차 철강 제조업,54540,1100,한국표준협회
(주)세우,농림축산식품부,사업장,식료품 제조업,17612,357,(재)한국품질재단
(주)세주,기후에너지환경부,사업장,해상 운송업,28350,387,㈜디엔브이비즈니스어슈어런스코리아
(주)셀트리온제약,산업통상자원부,사업장,석유화학,15490,317,한국표준협회
(주)시흥교통,국토교통부,사업장,교통(여객),22048,401,한국표준협회
(주)신동,기후에너지환경부,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",79688,283,한국표준협회
(주)신세계,기후에너지환경부,업체,종합 소매업,130801,2705,(주)한국경영인증원
(주)신승에너지,기후에너지환경부,사업장,폐기물 처리업,68270,322,(재)한국품질재단
(주)신안주철,산업통상자원부,사업장,철강,16117,302,한국표준협회
(주)신영포르투,농림축산식품부,사업장,나무제품 제조업,18426,685,(재)한국품질재단
(주)신우금속,산업통상자원부,사업장,철강,16858,292,(재)한국품질재단
(주)신한중공업,산업통상자원부,사업장,조선,15472,247,㈜한국품질보증원
(주)쌍용씨앤비,기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",66006,1260,(주)한국경영인증원
(주)씨텍,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",763404,10981,(주)비에스아이그룹코리아
(주)아바텍,산업통상자원부,사업장,유리,16462,336,한국표준협회
(주)아진피앤피,기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",138991,3288,지속가능인증원주식회사
(주)애니테크,기후에너지환경부,사업장,폐기물 처리업,45268,204,(주)한국경영인증원
(주)에스이그린에너지,산업통상자원부,사업장,전기업,55997,0,한국표준협회
(주)에스제이금속,산업통상자원부,사업장,철강,19958,351,(재)한국품질재단
(주)에스파워,기후에너지환경부,업체,전기업,1508447,29876,(재)한국품질재단
(주)에스피환경,기후에너지환경부,사업장,폐기물 처리업,73956,515,㈜한국품질보증원
(주)에이치해운,해양수산부,사업장,교통(해운),17780,243,한국표준협회
(주)에이티에너지,기후에너지환경부,사업장,폐기물 처리업,21500,18,대일이엔씨기술(주)
(주)에코비트그린,기후에너지환경부,업체,폐기물 처리업,57512,21,한국표준협회
(주)에코비트에너지세종,기후에너지환경부,사업장,폐기물 처리업,72084,425,한국표준협회
(주)에코프로머티리얼즈,기후에너지환경부,사업장,일차전지 및 축전지 제조업,70327,1432,(주)한국경영인증원
(주)에코프로비엠,기후에너지환경부,사업장,일차전지 및 축전지 제조업,68312,1424,(주)한국경영인증원
(주)엔아이티,기후에너지환경부,업체,폐기물 처리업,163208,283,㈜한국품질보증원
(주)엔이티,기후에너지환경부,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",6977,82,한국표준협회
(주)엔피케이,산업통상자원부,사업장,석유화학,15313,316,한국표준협회
(주)엘엑스글라스,기후에너지환경부,업체,유리 및 유리제품 제조업,298344,3670,(주)한국경영인증원
(주)엘엑스판토스,기후에너지환경부,사업장,도로 화물 운송업,46415,558,㈜디엔브이비즈니스어슈어런스코리아
(주)엘지생활건강,산업통상자원부,사업장,석유화학,47246,1041,(재)한국품질재단
(주)엘지씨엔에스,기후에너지환경부,업체,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",130641,2780,대일이엔씨기술(주)
(주)영신물산,기후에너지환경부,사업장,"섬유제품 염색, 정리 및 마무리 가공업",29421,198,한국표준협회
(주)오뚜기,기후에너지환경부,사업장,기타 식품 제조업,93135,1877,한국표준협회
(주)오리온,기후에너지환경부,사업장,기타 식품 제조업,74067,1481,로이드인증원㈜
(주)오미아코리아,기후에너지환경부,사업장,기초 화학물질 제조업,45800,935,㈜디엔브이비즈니스어슈어런스코리아
(주)오영,산업통상자원부,사업장,석유화학,14127,308,(재)한국품질재단
(주)온셀텍,기후에너지환경부,사업장,전자 부품 제조업,34623,722,한국표준협회
(주)올품,농림축산식품부,사업장,식료품 제조업,22914,467,한국표준협회
(주)와이솔,산업통상자원부,사업장,반도체,20144,319,한국표준협회
(주)와이엔텍,기후에너지환경부,업체,폐기물 처리업,158406,975,(재)한국품질재단
(주)와이엠,산업통상자원부,사업장,기계,17196,354,(재)한국품질재단
(주)와이지-원,산업통상자원부,사업장,기계,16506,344,한국표준협회
(주)우룡,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",168720,752,(재)한국화학융합시험연구원
(주)우성염직,산업통상자원부,사업장,섬유,12442,196,한국표준협회
(주)우신금속,산업통상자원부,사업장,비철금속,23769,372,(재)한국품질재단
(주)우익반도체,산업통상자원부,사업장,전기전자,31277,646,한국표준협회
(주)원익아이피에스,산업통상자원부,사업장,특수 목적용 기계 제조업,27441,536,한국표준협회
(주)유니온,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",142490,1162,한국표준협회
(주)유성티엔에스,기후에너지환경부,사업장,도로 화물 운송업,26598,384,(주)한국경영인증원
(주)유진로지스틱스,기후에너지환경부,사업장,도로 화물 운송업,22940,333,(재)한국품질재단
(주)유한양행,산업통상자원부,사업장,석유화학,17597,362,(재)한국품질재단
(주)유한화학,산업통상자원부,사업장,석유화학,20739,380,(주)한국경영인증원
(주)이녹스첨단소재,기후에너지환경부,사업장,전자 부품 제조업,30420,556,㈜디엔브이비즈니스어슈어런스코리아
(주)이마트,기후에너지환경부,업체,종합 소매업,522497,10881,한국표준협회
(주)이수페타시스,기후에너지환경부,사업장,전자 부품 제조업,49020,951,(주)한국경영인증원
(주)이수화학,기후에너지환경부,업체,기초 화학물질 제조업,277942,5001,한국표준협회
(주)이스타항공,기후에너지환경부,업체,항공 여객 운송업,122762,1757,(재)한국화학융합시험연구원
(주)이알지서비스,기후에너지환경부,사업장,폐기물 처리업,83417,60,(재)한국화학융합시험연구원
(주)이에스티,기후에너지환경부,사업장,폐기물 처리업,68030,11,(재)한국품질재단
(주)인터플렉스,기후에너지환경부,사업장,전자 부품 제조업,36807,769,로이드인증원㈜
(주)일강,산업통상자원부,사업장,자동차,19141,393,한국표준협회
(주)일진글로벌,기후에너지환경부,사업장,자동차 신품 부품 제조업,122351,2549,(주)한국경영인증원
(주)전북고속,기후에너지환경부,사업장,육상 여객 운송업,16758,238,(주)한국경영인증원
(주)정·식품,농림축산식품부,사업장,음료제조업,17976,361,한국표준협회
(주)제때,국토교통부,사업장,교통(화물),25825,463,한국표준협회
(주)제양항공해운,기후에너지환경부,사업장,해상 운송업,718,10,로이드인증원㈜
(주)제이엠씨,기후에너지환경부,사업장,기초 화학물질 제조업,33421,736,(주)한국경영인증원
(주)젤텍,산업통상자원부,사업장,석유화학,14308,487,한국표준협회
(주)조흥,농림축산식품부,사업장,식료품 제조업,16363,353,한국표준협회
(주)종근당,산업통상자원부,사업장,석유화학,19934,554,(주)한국경영인증원
(주)종근당바이오,기후에너지환경부,사업장,기초 의약 물질 및 생물학적 제제 제조업,92309,1937,(주)한국경영인증원
(주)중앙고속,기후에너지환경부,사업장,육상 여객 운송업,47642,680,(주)한국경영인증원
(주)중일,기후에너지환경부,사업장,1차 비철금속 제조업,29361,293,한국표준협회
(주)지에스동해전력,기후에너지환경부,업체,전기업,2368116,26420,대일이엔씨기술(주)
(주)지엠씨,산업통상자원부,사업장,광업,13954,290,(재)한국화학융합시험연구원
(주)진합,기후에너지환경부,사업장,자동차 신품 부품 제조업,26316,546,한국표준협회
(주)진흥주물,산업통상자원부,사업장,철강,30311,531,한국표준협회
(주)참프레,기후에너지환경부,사업장,"도축, 육류 가공 및 저장 처리업",42987,860,한국표준협회
(주)창원에너텍,기후에너지환경부,사업장,폐기물 처리업,77277,1032,(재)한국품질재단
(주)천일고속,기후에너지환경부,사업장,육상 여객 운송업,21368,305,(주)한국경영인증원
(주)청송산업개발,기후에너지환경부,사업장,폐기물 처리업,71731,520,(재)한국품질재단
(주)체리부로,농림축산식품부,사업장,식료품 제조업,15210,310,(주)한국경영인증원
(주)충남고속,기후에너지환경부,사업장,육상 여객 운송업,23447,334,(주)한국경영인증원
(주)충무화학,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",155600,637,(주)한국경영인증원
(주)카길애그리퓨리나,농림축산식품부,사업장,식료품 제조업,21263,434,(재)한국품질재단
(주)카펙발레오,산업통상자원부,사업장,자동차,22015,444,한국표준협회
(주)캐스텍코리아,산업통상자원부,사업장,철강,17076,300,한국표준협회
(주)케이비아이국인산업,기후에너지환경부,업체,폐기물 처리업,247354,114,(재)한국품질재단
(주)케이비아이텍,기후에너지환경부,업체,폐기물 처리업,151791,178,(재)한국품질재단
(주)케이에프엔티,산업통상자원부,사업장,석유화학,21733,458,(주)한국경영인증원
(주)케이원전자,산업통상자원부,사업장,전기전자,23937,499,한국표준협회
(주)케이이씨,기후에너지환경부,사업장,반도체 제조업,35594,648,㈜디엔브이비즈니스어슈어런스코리아
(주)케이조선,기후에너지환경부,사업장,선박 및 보트 건조업,63962,1153,(재)한국품질재단
(주)케이티앤지,기후에너지환경부,사업장,담배 제조업,104110,2109,(재)한국품질재단
(주)케이프,산업통상자원부,사업장,조선,14825,264,한국표준협회
(주)케이피텍,산업통상자원부,사업장,석유화학,9117,189,㈜디엔브이비즈니스어슈어런스코리아
(주)코넥,기후에너지환경부,사업장,자동차 신품 부품 제조업,39621,786,(주)한국경영인증원
(주)코다코,기후에너지환경부,사업장,자동차 신품 부품 제조업,39518,808,(재)한국품질재단
(주)코리아써키트,기후에너지환경부,사업장,전자 부품 제조업,127197,2578,(주)비에스아이그룹코리아
(주)코스틸,기후에너지환경부,사업장,1차 철강 제조업,10611,212,(주)한국경영인증원
(주)태상,기후에너지환경부,사업장,기타 금속 가공제품 제조업,57201,1113,(주)한국경영인증원
(주)태영건설,국토교통부,사업장,건설,19192,377,한국표준협회
(주)태영열처리,산업통상자원부,사업장,기계,14249,294,한국표준협회
(주)태우,산업통상자원부,사업장,비철금속,17165,334,한국가스안전공사
(주)태웅,기후에너지환경부,업체,1차 철강 제조업,162294,2950,(재)한국품질재단
(주)태평양금속,기후에너지환경부,사업장,"내화, 비내화 요업제품 제조업",37112,754,(주)한국경영인증원
(주)티씨씨스틸,기후에너지환경부,사업장,1차 철강 제조업,32724,676,(주)한국경영인증원
(주)티씨케이,기후에너지환경부,사업장,기타 비금속 광물제품 제조업,34496,713,(재)한국품질재단
(주)티엘비,산업통상자원부,사업장,전기전자,22682,456,(주)한국경영인증원
(주)파리크라상,농림축산식품부,사업장,식료품 제조업,20408,422,한국표준협회
(주)평안운수,국토교통부,사업장,교통(여객),12864,234,(주)한국경영인증원
(주)포레스코,기후에너지환경부,사업장,나무제품 제조업,32212,771,한국표준협회
(주)포스코이앤씨,국토교통부,사업장,건설,43843,884,로이드인증원㈜
(주)풍년그린텍,산업통상자원부,사업장,제지,22977,469,(주)신화엔지니어링종합건축사사무소
(주)풍농,산업통상자원부,사업장,석유화학,18535,340,(주)한국경영인증원
(주)풍정주공,기후에너지환경부,사업장,금속 주조업,30214,558,(주)한국경영인증원
(주)퓨렉스,산업통상자원부,사업장,반도체,16886,348,(주)한국경영인증원
(주)피엔디티,산업통상자원부,사업장,자동차,17142,335,지속가능인증원주식회사
(주)피제이메탈,산업통상자원부,사업장,비철금속,18099,327,(재)한국품질재단
(주)필맥스,기후에너지환경부,사업장,플라스틱 제품 제조업,20861,427,㈜한국품질보증원
(주)하림,기후에너지환경부,사업장,"도축, 육류 가공 및 저장 처리업",102619,2514,(재)한국품질재단
(주)한국인삼공사 고려인삼창,농림축산식품부,사업장,식료품 제조업,32542,661,(주)한국경영인증원
(주)한국특강,기후에너지환경부,업체,1차 철강 제조업,349281,6239,(주)한국경영인증원
(주)한금,산업통상자원부,사업장,철강,17179,371,한국표준협회
(주)한솔케미칼,기후에너지환경부,사업장,기초 화학물질 제조업,133544,2813,대일이엔씨기술(주)
(주)한솔홈데코,기후에너지환경부,사업장,나무제품 제조업,63294,2027,(주)한국경영인증원
(주)한양에스앤씨,산업통상자원부,사업장,자동차,19575,347,(주)한국경영인증원
(주)한익스프레스,기후에너지환경부,사업장,도로 화물 운송업,23918,400,한국표준협회
(주)한일고속,기후에너지환경부,사업장,육상 여객 운송업,70972,973,(주)한국경영인증원
(주)한주,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",1049220,12857,㈜디엔브이비즈니스어슈어런스코리아
(주)한진,기후에너지환경부,업체,도로 화물 운송업,102568,1644,한국표준협회
(주)한창제지,기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",193116,2442,한국표준협회
(주)한화,기후에너지환경부,업체,기타 화학제품 제조업,64772,1213,㈜디엔브이비즈니스어슈어런스코리아
(주)현대백화점,기후에너지환경부,업체,종합 소매업,162990,3416,한국표준협회
(주)현대엘앤씨,기후에너지환경부,사업장,플라스틱 제품 제조업,38430,785,로이드인증원㈜
(주)현대케피코,기후에너지환경부,사업장,자동차 신품 부품 제조업,24930,515,로이드인증원㈜
(주)화성여객,국토교통부,사업장,교통(여객),25348,406,(주)한국경영인증원
(주)화승알앤에이,산업통상자원부,사업장,석유화학,20734,426,한국표준협회
(주)화승케미칼,기후에너지환경부,사업장,플라스틱 제품 제조업,25483,522,(주)한국경영인증원
(주)화인베스틸,산업통상자원부,사업장,철강,18934,346,(주)한국경영인증원
(합)경남여객,기후에너지환경부,사업장,육상 여객 운송업,41498,701,한국표준협회
CJ대한통운(주),기후에너지환경부,업체,도로 화물 운송업,228750,4077,(주)한국경영인증원
CJ제일제당(주),기후에너지환경부,업체,"곡물 가공품, 전분 및 전분제품 제조업",421213,9704,(재)한국화학융합시험연구원
GS건설(주),국토교통부,업체,건설,116706,2166,(재)한국품질재단
GS파워,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",2696279,52465,한국표준협회
JW 생명과학(주),기후에너지환경부,사업장,의약품 제조업,28248,577,한국표준협회
KPX케미칼(주),산업통상자원부,사업장,석유화학,24270,770,(주)한국경영인증원
LB세미콘(주),기후에너지환경부,사업장,반도체 제조업,48250,1002,한국표준협회
LX엠엠에이,기후에너지환경부,업체,기초 화학물질 제조업,327127,2974,(주)한국경영인증원
NC양산(주),기후에너지환경부,사업장,폐기물 처리업,32957,24,한국표준협회
NC울산(주),기후에너지환경부,사업장,폐기물 처리업,71888,40,한국표준협회
OCI SE 주식회사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",1290550,23775,㈜디엔브이비즈니스어슈어런스코리아
S-Oil(주),기후에너지환경부,업체,석유 정제품 제조업,9632037,127576,한국표준협회
SKbroadband(주),기후에너지환경부,업체,전기 통신업,455962,9485,㈜디엔브이비즈니스어슈어런스코리아
SK이노베이션(주),기후에너지환경부,업체,일차전지 및 축전지 제조업,2364006,47046,한국표준협회
SK인천석유화학(주),기후에너지환경부,업체,석유 정제품 제조업,1538765,45185,한국표준협회
Y&T파워텍(주),산업통상자원부,사업장,자동차,19258,401,(주)비에스아이그룹코리아
㈜토탈,기후에너지환경부,사업장,폐기물 처리업,64339,70,(재)한국품질재단
가온전선주식회사,산업통상자원부,사업장,전기전자,8572,175,(주)비에스아이그룹코리아
강남금융센터(주),국토교통부,사업장,건물,17358,358,한국표준협회
강남화성(주),산업통상자원부,사업장,석유화학,19455,314,한국표준협회
강릉시,기후에너지환경부,사업장,폐기물 처리업,107713,764,(주)비에스아이그룹코리아
강릉에코파워(주),산업통상자원부,업체,발전에너지,2627404,32364,로이드인증원㈜
강변테크노마트 주식회사,국토교통부,사업장,건물,13404,278,대일이엔씨기술(주)
강원고속,기후에너지환경부,사업장,육상 여객 운송업,16788,239,한국표준협회
강원대학교,국토교통부,사업장,건물,19897,411,한국표준협회
거제시,기후에너지환경부,사업장,폐기물 처리업,60696,487,(재)한국품질재단
경기그린에너지(주),산업통상자원부,업체,전기업,118443,0,한국표준협회
경기도 광주시,기후에너지환경부,업체,수도업,59846,999,㈜한국품질보증원
경북대학교,기후에너지환경부,사업장,고등 교육기관,41113,864,㈜한국품질보증원
경북대학교병원,국토교통부,사업장,건물,20752,426,한국표준협회
경산시,기후에너지환경부,사업장,폐기물 처리업,74974,800,㈜한국품질보증원
경산제지 주식회사,기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",107106,909,한국표준협회
경상국립대학교,국토교통부,사업장,건물,20967,433,한국표준협회
경상북도,기후에너지환경부,사업장,폐기물 처리업,71188,426,㈜한국품질보증원
경원여객자동차(주),기후에너지환경부,사업장,육상 여객 운송업,15471,220,(주)한국경영인증원
경원여객자동차(주),기후에너지환경부,사업장,육상 여객 운송업,31036,572,한국표준협회
경주시,기후에너지환경부,사업장,폐기물 처리업,83421,682,㈜한국품질보증원
경진단조(주),산업통상자원부,사업장,기계,14386,298,(주)한국경영인증원
경진여객운수(주),기후에너지환경부,사업장,육상 여객 운송업,21107,373,(주)한국경영인증원
경창산업(주),산업통상자원부,사업장,자동차,22326,465,(주)한국경영인증원
고덕그린에너지(주),산업통상자원부,사업장,전기업,28909,17,한국표준협회
고려강선(주),기후에너지환경부,사업장,1차 철강 제조업,57778,1210,한국생산성본부인증원(주)
고려고속훼리(주),해양수산부,사업장,해상 운송업,31118,447,한국표준협회
고려기초소재,기후에너지환경부,사업장,기타 비금속 광물제품 제조업,20080,352,한국표준협회
고려아연 주식회사,기후에너지환경부,업체,1차 비철금속 제조업,3199180,44425,㈜디엔브이비즈니스어슈어런스코리아
고려용접봉 주식회사,산업통상자원부,사업장,기계,16869,347,㈜한국품질보증원
고려제강(주),기후에너지환경부,사업장,1차 철강 제조업,90621,1854,한국생산성본부인증원(주)
고려특수선재(주),산업통상자원부,사업장,철강,22134,461,한국생산성본부인증원(주)
고성그린파워 주식회사,기후에너지환경부,업체,전기업,8875485,96161,로이드인증원㈜
고양시,기후에너지환경부,업체,폐기물 처리업,140051,1147,㈜한국품질보증원
공주시,기후에너지환경부,사업장,폐기물,16080,43,(재)한국품질재단
공항철도(주),기후에너지환경부,사업장,육상 여객 운송업,58108,1211,대일이엔씨기술(주)
과천시,기후에너지환경부,사업장,폐기물,14905,102,(재)한국화학융합시험연구원
광명시,기후에너지환경부,사업장,폐기물 처리업,67729,326,㈜한국품질보증원
광양시,기후에너지환경부,사업장,폐기물 처리업,45864,195,㈜한국품질보증원
광주과학기술원,국토교통부,사업장,건물,24365,504,한국표준협회
광주광역시,기후에너지환경부,업체,폐기물 처리업,174787,1635,(재)한국품질재단
광주교통공사,국토교통부,사업장,교통(철도),19368,403,한국표준협회
광진산업(주),기후에너지환경부,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",78427,196,한국생산성본부인증원(주)
괴산군,기후에너지환경부,사업장,폐기물,18411,113,(재)한국품질재단
구리농수산물공사,국토교통부,사업장,건물,17502,364,한국표준협회
구리시,기후에너지환경부,사업장,폐기물 처리업,55002,544,㈜한국품질보증원
구미시,기후에너지환경부,업체,폐기물 처리업,148251,1167,㈜한국품질보증원
국도화학(주),기후에너지환경부,사업장,합성고무 및 플라스틱 물질 제조업,64136,2028,로이드인증원㈜
