Corporate Name,Supervising Authority,Designation Type,Industry,Ghge,Energy,Verification
주식회사 진에어,기후에너지환경부,업체,항공 여객 운송업,217123,3108,한국표준협회
주식회사 카프로,기후에너지환경부,업체,기초 화학물질 제조업,12244,237,(재)한국품질재단
주식회사 케이씨씨글라스,기후에너지환경부,업체,유리 및 유리제품 제조업,718215,9619,(재)한국품질재단
주식회사 케이씨씨실리콘,기후에너지환경부,업체,기초 화학물질 제조업,108896,1765,(재)한국품질재단
주식회사 케이티,기후에너지환경부,업체,전기 통신업,1141171,23543,㈜한국품질보증원
주식회사 케이티클라우드,기후에너지환경부,업체,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",347380,7406,㈜한국품질보증원
주식회사 케이피에프,기후에너지환경부,사업장,기타 금속 가공제품 제조업,43892,906,(주)한국경영인증원
주식회사 케이피이그린에너지,산업통상자원부,사업장,전기업,58289,7,한국표준협회
주식회사 켐트로닉스,산업통상자원부,사업장,디스플레이,22102,461,한국표준협회
주식회사 코리아에어텍,기후에너지환경부,사업장,기초 화학물질 제조업,59020,1232,한국가스안전공사
주식회사 코엔텍,기후에너지환경부,업체,폐기물 처리업,328628,617,한국표준협회
주식회사 태경비케이,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",611753,2532,(주)한국경영인증원
주식회사 태영이엠씨,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",148256,773,한국표준협회
주식회사 티웨이항공,기후에너지환경부,업체,항공 여객 운송업,186993,2683,(재)한국화학융합시험연구원
주식회사 파라다이스세가사미,기후에너지환경부,사업장,일반 및 생활 숙박시설 운영업,38983,798,한국표준협회
주식회사 팜한농,기후에너지환경부,업체,"비료, 농약 및 살균ㆍ살충제 제조업",60012,1024,한국표준협회
주식회사 페트로코너지,산업통상자원부,사업장,발전에너지,22739,1,(재)한국품질재단
주식회사 포스코,기후에너지환경부,업체,1차 철강 제조업,71065143,377239,(재)한국품질재단
주식회사 포스코모빌리티솔루션,기후에너지환경부,사업장,1차 철강 제조업,54924,1121,㈜디엔브이비즈니스어슈어런스코리아
주식회사 포스코엠씨머티리얼즈,기후에너지환경부,사업장,기초 화학물질 제조업,83843,1218,(재)한국품질재단
주식회사 포스코인터내셔널,기후에너지환경부,업체,전기업,4831068,95999,(재)한국품질재단
주식회사 포스코퓨처엠,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",2298133,18214,(재)한국품질재단
주식회사 포항버스,국토교통부,사업장,교통(여객),19454,373,(주)한국경영인증원
주식회사 풍산,기후에너지환경부,업체,1차 비철금속 제조업,240625,4946,한국표준협회
주식회사 피앤오케미칼,산업통상자원부,사업장,석유화학,47914,871,(재)한국품질재단
주식회사 피에스엠,기후에너지환경부,사업장,기타 금속 가공제품 제조업,9293,170,로이드인증원㈜
주식회사 피엔알,기후에너지환경부,업체,"해체, 선별 및 원료 재생업",138340,1971,(재)한국품질재단
주식회사 피케이엘,산업통상자원부,사업장,전기전자,16047,330,(주)한국경영인증원
주식회사 하나은행,국토교통부,업체,건물,65393,994,한국표준협회
주식회사 하이호휠,기후에너지환경부,사업장,자동차 신품 부품 제조업,22577,458,지속가능인증원주식회사
주식회사 한국거래소,국토교통부,사업장,건물,18445,383,한국표준협회
주식회사 한국알스트롬,기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",46832,615,(재)한국품질재단
주식회사 호텔롯데,기후에너지환경부,업체,일반 및 생활 숙박시설 운영업,156449,3192,(주)한국경영인증원
주식회사 호텔신라,국토교통부,사업장,건물,21716,443,한국표준협회
주식회사 효성,기후에너지환경부,사업장,기타 섬유제품 제조업,29477,602,㈜디엔브이비즈니스어슈어런스코리아
주식회사 후성,기후에너지환경부,업체,기초 화학물질 제조업,218395,775,한국가스안전공사
주식회사 휴스틸,기후에너지환경부,사업장,1차 철강 제조업,30450,620,(주)신화엔지니어링종합건축사사무소
주식회사경기상운,국토교통부,사업장,교통(여객),18284,321,(주)한국경영인증원
주식회사금강고속,기후에너지환경부,사업장,육상 여객 운송업,23408,340,한국표준협회
주식회사비엔씨티,해양수산부,사업장,기타 운송관련 서비스업,33079,613,한국표준협회
중소기업은행,국토교통부,업체,건물,55321,799,한국표준협회
지에스에코메탈 주식회사,산업통상자원부,사업장,비철금속,25012,338,대일이엔씨기술(주)
지에스이피에스,기후에너지환경부,업체,전기업,3006264,70079,로이드인증원㈜
지에스칼텍스 주식회사,기후에너지환경부,업체,석유 정제품 제조업,8645917,120164,(재)한국품질재단
지엠테크니컬센터코리아 주식회사,국토교통부,사업장,건물,14310,291,한국표준협회
진양특수강(주),기후에너지환경부,사업장,1차 철강 제조업,28105,561,한국표준협회
진영페이퍼 주식회사,기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",90152,875,(주)한국경영인증원
진주시,기후에너지환경부,사업장,폐기물 처리업,123714,605,지속가능인증원주식회사
진천군,기후에너지환경부,사업장,폐기물,19877,163,한국표준협회
창원시,기후에너지환경부,업체,폐기물 처리업,240936,2417,㈜한국품질보증원
천안시,기후에너지환경부,업체,폐기물 처리업,157838,1745,㈜한국품질보증원
천일정기화물자동차(주),국토교통부,사업장,교통(화물),20004,289,한국표준협회
천일제지(주),기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",61416,1000,(주)한국경영인증원
청양산업 주식회사,국토교통부,사업장,육상운송 및 파이프라인 운송업,11975,170,(주)한국경영인증원
청주시,기후에너지환경부,업체,폐기물 처리업,223223,1892,(재)한국화학융합시험연구원
청주에코파크 주식회사,산업통상자원부,사업장,전기업,55904,2,한국표준협회
초당환경(유),기후에너지환경부,사업장,폐기물 처리업,25578,72,(재)한국품질재단
춘천시,기후에너지환경부,업체,폐기물 처리업,100615,1559,(재)한국화학융합시험연구원
춘천에너지 주식회사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",876707,15881,로이드인증원㈜
충남대학교,기후에너지환경부,사업장,고등 교육기관,30486,631,로이드인증원㈜
충남대학교병원,국토교통부,사업장,건물,20156,418,한국표준협회
충북대학교,국토교통부,사업장,건물,20700,419,한국표준협회
충주시,기후에너지환경부,사업장,폐기물 처리업,74508,749,(재)한국품질재단
컬러스앤이펙츠코리아(주),산업통상자원부,사업장,석유화학,15990,551,(재)한국품질재단
케이브이머티리얼즈 주식회사,산업통상자원부,사업장,유리,17098,438,㈜한국품질보증원
케이씨글라스(주),기후에너지환경부,사업장,유리 및 유리제품 제조업,42720,709,(주)신화엔지니어링종합건축사사무소
케이씨씨,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",611594,11491,(재)한국품질재단
케이씨주식회사,기후에너지환경부,업체,기초 화학물질 제조업,181558,2520,한국표준협회
케이알에너지(주),기후에너지환경부,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",44016,472,한국표준협회
케이알코폴리머 유한회사,기후에너지환경부,사업장,합성고무 및 플라스틱 물질 제조업,28916,387,(주)한국경영인증원
케이에이에프 주식회사,산업통상자원부,사업장,섬유,24420,420,한국표준협회
케이엠씨해운 주식회사,기후에너지환경부,사업장,해상 운송업,43505,603,㈜디엔브이비즈니스어슈어런스코리아
케이오씨(주),기후에너지환경부,사업장,기초 화학물질 제조업,35161,842,(주)한국경영인증원
케이지모빌리티 주식회사,기후에너지환경부,업체,자동차용 엔진 및 자동차 제조업,117223,2368,㈜한국품질보증원
케이지스틸 주식회사,기후에너지환경부,업체,1차 철강 제조업,404489,8639,(재)한국품질재단
케이지에코솔루션 주식회사,기후에너지환경부,업체,폐기물 처리업,1562,28,로이드인증원㈜
케이지케미칼 주식회사,기후에너지환경부,사업장,"비료, 농약 및 살균ㆍ살충제 제조업",37313,457,(주)한국경영인증원
코닝정밀소재 주식회사,기후에너지환경부,업체,유리 및 유리제품 제조업,490292,9852,로이드인증원㈜
코리아PTG(주),기후에너지환경부,사업장,기초 화학물질 제조업,103089,900,(재)한국품질재단
코스모신소재(주),기후에너지환경부,사업장,기타 화학제품 제조업,62428,1164,한국표준협회
코스모화학,기후에너지환경부,사업장,기초 화학물질 제조업,94980,1720,한국표준협회
코스포영남파워 주식회사,기후에너지환경부,업체,전기업,850361,16906,한국표준협회
코어엔텍 주식회사,기후에너지환경부,업체,폐기물 처리업,293163,1833,로이드인증원㈜
코오롱글로텍(주),산업통상자원부,사업장,섬유,20679,332,한국표준협회
코오롱바스프이노폼 주식회사,기후에너지환경부,사업장,합성고무 및 플라스틱 물질 제조업,101273,1600,한국표준협회
코오롱이앤피(주),기후에너지환경부,업체,합성고무 및 플라스틱 물질 제조업,131361,2125,한국표준협회
코오롱인더스트리 주식회사,기후에너지환경부,업체,합성고무 및 플라스틱 물질 제조업,554983,10426,한국표준협회
코카콜라음료(주),농림축산식품부,사업장,음료제조업,20014,408,(재)한국품질재단
쿠팡로지스틱스서비스 유한회사,국토교통부,사업장,도로 화물 운송업,97956,1664,㈜디엔브이비즈니스어슈어런스코리아
쿠팡풀필먼트서비스 유한회사,국토교통부,업체,보관 및 창고업,236793,4930,㈜디엔브이비즈니스어슈어런스코리아
크나우프석고보드 주식회사,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",110088,2187,(재)한국품질재단
타타대우모빌리티 주식회사,산업통상자원부,사업장,자동차,16325,308,한국생산성본부인증원(주)
태경산업(주),기후에너지환경부,업체,1차 철강 제조업,99941,1409,(주)한국경영인증원
태광산업 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,895831,12933,한국표준협회
태림페이퍼주식회사,기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",385762,5760,㈜한국품질보증원
태봉광업 주식회사,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",241973,611,(주)비에스아이그룹코리아
태양금속공업(주),산업통상자원부,사업장,기계,20806,399,(주)한국경영인증원
태영세라믹(주),기후에너지환경부,사업장,"내화, 비내화 요업제품 제조업",32550,539,한국표준협회
통영시,기후에너지환경부,사업장,폐기물 처리업,37643,354,(재)한국품질재단
티케이지에코머티리얼 주식회사,산업통상자원부,사업장,섬유,3154,91,(재)한국품질재단
티케이지휴켐스 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,108678,1528,(재)한국화학융합시험연구원
티케이케미칼,기후에너지환경부,업체,화학섬유 제조업,61590,1234,(주)한국경영인증원
파르나스호텔 주식회사,국토교통부,사업장,건물,21033,434,한국표준협회
파인트리포스마그네슘 주식회사,기후에너지환경부,사업장,금속 주조업,35507,70,(재)한국품질재단
파주시,기후에너지환경부,업체,폐기물 처리업,162221,1505,㈜한국품질보증원
파주에너지서비스,기후에너지환경부,업체,전기업,4132297,80560,대일이엔씨기술(주)
파주에코에너지(주),산업통상자원부,사업장,발전에너지,22169,0,(주)한국경영인증원
파주전기초자 주식회사,기후에너지환경부,사업장,유리 및 유리제품 제조업,21948,457,㈜디엔브이비즈니스어슈어런스코리아
팔미금속공업(주),산업통상자원부,사업장,철강,15615,291,한국표준협회
페이퍼코리아,기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",88730,1529,한국표준협회
평택시,기후에너지환경부,업체,"하수, 폐수 및 분뇨 처리업",123716,1899,㈜한국품질보증원
평택에너지앤파워 주식회사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",1359985,26586,㈜디엔브이비즈니스어슈어런스코리아
평화산업(주),기후에너지환경부,사업장,고무제품 제조업,31733,647,지속가능인증원주식회사
평화오일씰공업(주),산업통상자원부,사업장,자동차,14542,303,지속가능인증원주식회사
포스코스틸리온(주),기후에너지환경부,사업장,1차 철강 제조업,120953,2368,한국표준협회
포스코홀딩스 주식회사,기후에너지환경부,업체,1차 철강 제조업,10745,222,(재)한국품질재단
포천민자발전 주식회사,기후에너지환경부,업체,전기업,1305244,25898,(주)한국경영인증원
포천시,기후에너지환경부,사업장,폐기물 처리업,59149,615,㈜한국품질보증원
포천파워(주),기후에너지환경부,업체,전기업,1729578,34369,(재)한국품질재단
포항시,기후에너지환경부,업체,폐기물 처리업,164383,2492,㈜한국품질보증원
폴리미래(주),기후에너지환경부,사업장,합성고무 및 플라스틱 물질 제조업,100796,1876,(재)한국화학융합시험연구원
피아이첨단소재 주식회사,기후에너지환경부,사업장,플라스틱 제품 제조업,106164,1812,(재)한국품질재단
피유코어 주식회사,산업통상자원부,사업장,석유화학,23768,543,한국표준협회
하나마이크론,기후에너지환경부,사업장,반도체 제조업,36237,754,(주)한국경영인증원
하나머티리얼즈(주),산업통상자원부,사업장,반도체,25908,540,한국표준협회
하남시,기후에너지환경부,사업장,폐기물 처리업,37725,496,(재)한국품질재단
하이트진로(주),기후에너지환경부,업체,알코올 음료 제조업,110066,2154,(재)한국품질재단
하이트진로산업(주),기후에너지환경부,사업장,유리 및 유리제품 제조업,30886,483,(주)한국경영인증원
하이호경금속 주식회사,기후에너지환경부,사업장,1차 비철금속 제조업,30048,495,㈜한국품질보증원
학교법인 가톨릭학원,기후에너지환경부,사업장,병원,138419,2826,한국표준협회
학교법인 건국대학교,기후에너지환경부,사업장,고등 교육기관,75442,1526,(주)한국경영인증원
학교법인 경희학원,국토교통부,업체,건물,60644,1249,로이드인증원㈜
학교법인 계명대학교,국토교통부,사업장,건물,21117,437,(주)한국경영인증원
학교법인 고려중앙학원,기후에너지환경부,사업장,고등 교육기관,111736,2302,㈜한국품질보증원
학교법인 성균관대학,기후에너지환경부,사업장,고등 교육기관,70474,1428,(주)한국경영인증원
학교법인 연세대학교,기후에너지환경부,업체,고등 교육기관,203451,4207,(재)한국품질재단
학교법인 영남학원,국토교통부,사업장,건물,31385,645,㈜한국품질보증원
학교법인 이화학당,기후에너지환경부,사업장,고등 교육기관,74582,3285,(주)한국경영인증원
학교법인 중앙대학교,국토교통부,사업장,건물,20621,425,한국표준협회
학교법인 포항공과대학교,기후에너지환경부,사업장,고등 교육기관,82127,1855,㈜한국품질보증원
학교법인 한양학원,기후에너지환경부,사업장,고등 교육기관,80087,3199,(주)한국경영인증원
한국가스공사,기후에너지환경부,업체,연료용 가스 제조 및 배관공급업,580251,11045,(주)신화엔지니어링종합건축사사무소
한국경남태양유전(주),기후에너지환경부,사업장,전자 부품 제조업,91403,1799,(주)한국경영인증원
한국공항공사,기후에너지환경부,사업장,기타 운송관련 서비스업,92395,1903,로이드인증원㈜
한국과학기술연구원,국토교통부,사업장,건물,18403,381,(주)한국경영인증원
한국과학기술원,기후에너지환경부,사업장,고등 교육기관,87144,1785,(주)한국경영인증원
한국과학기술정보연구원,국토교통부,사업장,건물,21435,447,(주)신화엔지니어링종합건축사사무소
한국기초소재(주),산업통상자원부,사업장,시멘트,14473,295,한국표준협회
한국남동발전,기후에너지환경부,업체,전기업,30710313,372122,대일이엔씨기술(주)
한국남부발전 주식회사,기후에너지환경부,업체,전기업,24346135,321462,(재)한국품질재단
한국넥슬렌유한회사,기후에너지환경부,업체,합성고무 및 플라스틱 물질 제조업,87186,1750,한국표준협회
한국니토옵티칼(주),기후에너지환경부,사업장,플라스틱 제품 제조업,35250,662,㈜디엔브이비즈니스어슈어런스코리아
한국도로공사,기후에너지환경부,업체,기타 운송관련 서비스업,257639,5158,로이드인증원㈜
한국동서발전 주식회사,기후에너지환경부,업체,전기업,25977192,319406,(주)한국경영인증원
한국무브넥스(주),산업통상자원부,사업장,철강,17533,364,한국표준협회
한국바스프 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,679307,10140,(재)한국품질재단
한국방송공사,국토교통부,사업장,건물,16045,336,대일이엔씨기술(주)
한국보훈복지의료공단,국토교통부,사업장,건물,15104,310,한국표준협회
한국서부발전,기후에너지환경부,업체,전기업,26963939,333061,(주)신화엔지니어링종합건축사사무소
한국세큐리트(주),산업통상자원부,사업장,유리,27085,564,(주)한국경영인증원
한국수력원자력,기후에너지환경부,업체,전기업,3681792,73864,(재)한국품질재단
한국수자원공사,기후에너지환경부,업체,수도업,802871,17454,(주)한국경영인증원
한국수출포장공업(주),기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",127017,1890,㈜디엔브이비즈니스어슈어런스코리아
한국쓰리엠(주),기후에너지환경부,사업장,플라스틱 제품 제조업,45247,928,한국표준협회
한국씨엔티(주),기후에너지환경부,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",43544,852,(주)한국경영인증원
한국알루미나(주),산업통상자원부,사업장,석유화학,16483,244,한국표준협회
한국알콜산업(주),기후에너지환경부,사업장,기초 화학물질 제조업,32846,1479,한국생산성본부인증원(주)
한국앤컴퍼니 주식회사,기후에너지환경부,업체,일차전지 및 축전지 제조업,83256,1718,(재)한국화학융합시험연구원
한국야금(주),산업통상자원부,사업장,기계,16100,332,(주)한국경영인증원
한국엔에스케이(주),산업통상자원부,사업장,기계,19678,410,한국표준협회
한국엔지니어링플라스틱,기후에너지환경부,업체,합성고무 및 플라스틱 물질 제조업,175429,3445,한국표준협회
한국오웬스코닝(주),기후에너지환경부,사업장,유리 및 유리제품 제조업,83641,1605,대일이엔씨기술(주)
한국원자력연구원,국토교통부,사업장,건물,22817,471,로이드인증원㈜
한국원자력의학원,국토교통부,사업장,건물,16174,332,로이드인증원㈜
한국유미코아배터리머티리얼즈 유한책임회사,기후에너지환경부,사업장,일차전지 및 축전지 제조업,72926,1500,(재)한국품질재단
한국이네오스스티롤루션 주식회사,기후에너지환경부,사업장,합성고무 및 플라스틱 물질 제조업,76298,1655,(재)한국품질재단
한국전력공사,기후에너지환경부,업체,전기업,873710,8238,로이드인증원㈜
한국전자통신연구원,국토교통부,사업장,건물,20310,421,(주)신화엔지니어링종합건축사사무소
한국제강 주식회사,기후에너지환경부,업체,1차 철강 제조업,223686,4126,한국표준협회
한국제지 주식회사,기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",311690,6433,(재)한국품질재단
한국주철관공업(주),기후에너지환경부,사업장,1차 철강 제조업,57389,759,한국표준협회
한국중부발전,기후에너지환경부,업체,전기업,31166623,395111,(재)한국품질재단
한국지엠 주식회사,기후에너지환경부,업체,자동차용 엔진 및 자동차 제조업,238049,4844,한국표준협회
한국지역난방공사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",5621836,114897,(주)신화엔지니어링종합건축사사무소
한국철강,기후에너지환경부,업체,1차 철강 제조업,305515,5516,(주)한국경영인증원
한국철도공사,기후에너지환경부,업체,철도 운송업,1510796,30028,지속가능인증원주식회사
한국타이어앤테크놀로지(주),기후에너지환경부,업체,고무제품 제조업,396117,8173,(재)한국품질재단
한국토지주택공사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",251252,5017,㈜디엔브이비즈니스어슈어런스코리아
한국표준과학연구원,국토교통부,사업장,건물,22712,468,(주)신화엔지니어링종합건축사사무소
한국필립모리스(주),농림축산식품부,사업장,담배제조업,14350,448,한국표준협회
한국항공우주산업(주),기후에너지환경부,사업장,"항공기, 우주선 및 부품 제조업",67159,1391,(주)신화엔지니어링종합건축사사무소
한국핵융합에너지연구원,국토교통부,사업장,건물,20157,420,(주)신화엔지니어링종합건축사사무소
한국허치슨터미널(주),해양수산부,사업장,항만,19177,342,(주)한국경영인증원
한국환경개발(주),기후에너지환경부,사업장,폐기물 처리업,74724,479,(주)한국경영인증원
한라시멘트주식회사,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",3725709,22386,한국표준협회
한맥테코산업㈜,기후에너지환경부,사업장,폐기물 처리업,40340,27,㈜한국품질보증원
한무쇼핑 주식회사,국토교통부,업체,건물,64007,1346,한국표준협회
한미약품(주),기후에너지환경부,사업장,의약품 제조업,71770,1429,(주)한국경영인증원
한미정밀화학(주),산업통상자원부,사업장,석유화학,14605,338,(주)한국경영인증원
한성운수(주),국토교통부,사업장,교통(여객),15905,305,(주)한국경영인증원
한세이프에너지(주),기후에너지환경부,사업장,폐기물 처리업,47986,47,(재)한국품질재단
한솔제지,기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",923577,16580,(주)한국경영인증원
한솔페이퍼텍주식회사,기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",125098,1135,(주)한국경영인증원
한온시스템 주식회사,기후에너지환경부,사업장,자동차 신품 부품 제조업,61700,1303,㈜디엔브이비즈니스어슈어런스코리아
한융금속(주),산업통상자원부,사업장,비철금속,17433,280,(주)한국경영인증원
한일시멘트 주식회사,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",3668271,24489,한국표준협회
한일제관(주),기후에너지환경부,사업장,기타 금속 가공제품 제조업,57100,1156,(주)한국경영인증원
한일캔 주식회사,산업통상자원부,사업장,기계,23393,454,(주)한국경영인증원
한일현대시멘트 주식회사,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",3124044,21319,한국표준협회
한전원자력연료 주식회사,산업통상자원부,사업장,석유화학,22208,459,한국표준협회
한주라이트메탈 주식회사,산업통상자원부,사업장,비철금속,20272,415,(재)한국품질재단
한진부산컨테이너터미널,해양수산부,사업장,기타 운송관련 서비스업,32876,657,(주)한국경영인증원
한화솔루션 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,2501207,48751,㈜디엔브이비즈니스어슈어런스코리아
한화에너지주식회사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",5014682,56941,한국표준협회
한화에어로스페이스 주식회사,기후에너지환경부,사업장,무기 및 총포탄 제조업,114383,2230,㈜디엔브이비즈니스어슈어런스코리아
한화엔진 주식회사,기후에너지환경부,사업장,일반 목적용 기계 제조업,42358,762,㈜디엔브이비즈니스어슈어런스코리아
한화오션(주),기후에너지환경부,업체,선박 및 보트 건조업,455320,8160,㈜디엔브이비즈니스어슈어런스코리아
한화오션에코텍(주),산업통상자원부,사업장,조선,20912,321,(주)한국경영인증원
한화임팩트 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,516587,8995,㈜디엔브이비즈니스어슈어런스코리아
한화첨단소재,산업통상자원부,사업장,석유화학,41748,858,㈜디엔브이비즈니스어슈어런스코리아
한화토탈에너지스 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,4679895,106381,한국가스안전공사
한화호텔앤드리조트 주식회사,국토교통부,업체,건물,51889,1035,한국표준협회
한황산업주식회사,기후에너지환경부,사업장,자동차 신품 부품 제조업,40082,747,㈜한국품질보증원
해성디에스 주식회사,기후에너지환경부,사업장,반도체 제조업,66233,1450,(주)비에스아이그룹코리아
해태에이치티비(주),농림축산식품부,사업장,음료제조업,16119,474,(재)한국품질재단
핸즈식스주식회사,기후에너지환경부,사업장,자동차 신품 부품 제조업,67612,1384,(주)한국경영인증원
핸즈코퍼레이션주식회사,기후에너지환경부,사업장,자동차 신품 부품 제조업,59826,1214,(재)한국품질재단
현대건설(주),국토교통부,업체,건설,86306,1701,로이드인증원㈜
현대글로비스(주),기후에너지환경부,사업장,도로 화물 운송업,79527,1209,한국표준협회
현대로템 주식회사,산업통상자원부,사업장,기계,18977,382,(주)한국경영인증원
현대모비스(주),기후에너지환경부,업체,자동차 신품 부품 제조업,105334,2172,(재)한국품질재단
현대비앤지스틸(주),기후에너지환경부,사업장,1차 철강 제조업,72957,1494,㈜디엔브이비즈니스어슈어런스코리아
현대석회(주),기후에너지환경부,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",86857,245,(주)한국경영인증원
현대성우쏠라이트 주식회사,기후에너지환경부,사업장,일차전지 및 축전지 제조업,40368,832,로이드인증원㈜
현대성우캐스팅 주식회사,기후에너지환경부,업체,자동차 신품 부품 제조업,194644,3784,(재)한국품질재단
현대스틸파이프 주식회사,기후에너지환경부,사업장,1차 철강 제조업,38043,781,로이드인증원㈜
현대아이에프씨 주식회사,기후에너지환경부,업체,1차 철강 제조업,230030,4250,로이드인증원㈜
현대엔지니어링(주),국토교통부,사업장,건설,33148,672,로이드인증원㈜
현대오토에버 주식회사,산업통상자원부,사업장,통신,20562,429,대일이엔씨기술(주)
현대위아 주식회사,기후에너지환경부,업체,자동차 신품 부품 제조업,98202,2036,㈜디엔브이비즈니스어슈어런스코리아
현대자동차 주식회사,기후에너지환경부,업체,자동차용 엔진 및 자동차 제조업,1526375,31463,로이드인증원㈜
현대제철 주식회사,기후에너지환경부,업체,1차 철강 제조업,28817883,159662,로이드인증원㈜
현대종합금속(주),산업통상자원부,사업장,기계,18437,378,로이드인증원㈜
현대종합특수강 주식회사,기후에너지환경부,사업장,1차 철강 제조업,46692,940,한국표준협회
현대트랜시스 주식회사,기후에너지환경부,업체,자동차 신품 부품 제조업,190651,3948,㈜디엔브이비즈니스어슈어런스코리아
현우산업(주),산업통상자원부,사업장,전기전자,15014,313,한국표준협회
호스트웨이아이디씨(주),산업통상자원부,사업장,통신,16431,343,로이드인증원㈜
홈플러스 주식회사,기후에너지환경부,업체,종합 소매업,385477,7858,로이드인증원㈜
홍덕산업(주),기후에너지환경부,사업장,1차 철강 제조업,61488,1374,한국생산성본부인증원(주)
홍원제지(주),기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",92212,1289,한국표준협회
홍천군,기후에너지환경부,사업장,폐기물,16140,86,(재)한국품질재단
화성시,기후에너지환경부,사업장,폐기물 처리업,135511,1207,㈜한국품질보증원
화영운수(주),국토교통부,사업장,교통(여객),16404,280,한국표준협회
화천군,기후에너지환경부,사업장,폐기물,18363,34,㈜한국품질보증원
환영철강공업,기후에너지환경부,업체,1차 철강 제조업,223712,4076,㈜한국품질보증원
효성네오켐 주식회사,기후에너지환경부,사업장,기초 화학물질 제조업,89671,1889,㈜디엔브이비즈니스어슈어런스코리아
효성중공업 주식회사,기후에너지환경부,사업장,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",52593,1093,㈜디엔브이비즈니스어슈어런스코리아
효성티앤씨 주식회사,기후에너지환경부,업체,화학섬유 제조업,244092,5436,㈜디엔브이비즈니스어슈어런스코리아
효성화학 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,675406,14550,㈜디엔브이비즈니스어슈어런스코리아
휘닉스중앙 주식회사,국토교통부,사업장,건물,20879,417,(주)한국경영인증원
휴비스,기후에너지환경부,업체,화학섬유 제조업,398301,5846,한국표준협회
희성촉매(주),산업통상자원부,사업장,석유화학,23978,488,한국표준협회
